N	Speaker ID	Task	Evaluation	Target	Response	Hit	Correct	Target Utterance	Responsed Utterance	Number of Syllables	TargetC	TargetV	RespC	RespV	TargetCManner	TargetCVoice	TargetCPlace	RespCanner	RespVoice	RespPlace	CorrC	CorrV	CorrManner	CorrVoice	CorrPlace	
157	CA226	QL2	M17	ma	ma	C	1	ma ni be fa	ma ni be za	4	m	a	m	a	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
158	CA226	QL2	M17	ni	ni	C	1	ma ni be fa	ma ni be za	4	n	i	n	i	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
159	CA226	QL2	M17	be	be	C	1	ma ni be fa	ma ni be za	4	b	e	b	e	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
160	CA226	QL2	M17	fa	za	S	0	ma ni be fa	ma ni be za	4	f	a	z	a	fric	Vless	Frontal	fric	Vless	Coronal	0	1	1	1	0	
161	CA226	QL2	M17	ma	ma	C	1	ma re xa da	ma re xa da	4	m	a	m	a	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
162	CA226	QL2	M17	re	re	C	1	ma re xa da	ma re xa da	4	r	e	r	e	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
163	CA226	QL2	M17	xa	xa	C	1	ma re xa da	ma re xa da	4	x	a	x	a	fric	Vless	back	fric	Vless	back	1	1	1	1	1	
164	CA226	QL2	M17	da	da	C	1	ma re xa da	ma re xa da	4	d	a	d	a	Ocl	Voiced	Coronal	Ocl	Voiced	Coronal	1	1	1	1	1	
165	CA226	QL2	M17	sa	sa	C	1	sa te li te	sa te li te	4	s	a	s	a	fric	Vless	Coronal	fric	Vless	Coronal	1	1	1	1	1	
166	CA226	QL2	M17	te	te	C	1	sa te li te	sa te li te	4	t	e	t	e	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
167	CA226	QL2	M17	li	li	C	1	sa te li te	sa te li te	4	l	i	l	i	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
168	CA226	QL2	M17	te	te	C	1	sa te li te	sa te li te	4	t	e	t	e	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
169	CA226	QL2	M17	pe	pe	C	1	pe so	pe so	2	p	e	p	e	Ocl	Vless	Frontal	Ocl	Vless	Frontal	1	1	1	1	1	
170	CA226	QL2	M17	so	so	C	1	pe so	pe so	2	s	o	s	o	fric	Vless	Coronal	fric	Vless	Coronal	1	1	1	1	1	
171	CA226	QL2	M17	bi	bi	C	1	bi ra ni	bi ra ni	3	b	i	b	i	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
172	CA226	QL2	M17	ra	ra	C	1	bi ra ni	bi ra ni	3	r	a	r	a	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
173	CA226	QL2	M17	ni	ni	C	1	bi ra ni	bi ra ni	3	n	i	n	i	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
174	CA226	QL2	M17	ti	ti	C	1	ti ze du ne	ti ze du ne	4	t	i	t	i	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
175	CA226	QL2	M17	ze	ze	C	1	ti ze du ne	ti ze du ne	4	z	e	z	e	fric	Vless	Coronal	fric	Vless	Coronal	1	1	1	1	1	
176	CA226	QL2	M17	du	du	C	1	ti ze du ne	ti ze du ne	4	d	u	d	u	Ocl	Voiced	Coronal	Ocl	Voiced	Coronal	1	1	1	1	1	
177	CA226	QL2	M17	ne	ne	C	1	ti ze du ne	ti ze du ne	4	n	e	n	e	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
178	CA226	QL2	M17	ti	ti	C	1	ti yo	ti yo	2	t	i	t	i	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
179	CA226	QL2	M17	yo	yo	C	1	ti yo	ti yo	2	y	o	y	o	fric	Voiced	Coronal	fric	Voiced	Coronal	1	1	1	1	1	
180	CA226	QL2	M17	no	no	C	1	no fe	no ze	2	n	o	n	o	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
181	CA226	QL2	M17	fe	ze	S	0	no fe	no ze	2	f	e	z	e	fric	Vless	Frontal	fric	Vless	Coronal	0	1	1	1	0	
182	CA226	QL2	M17	pe	pe	C	1	pe ta ti	pe ta ti	3	p	e	p	e	Ocl	Vless	Frontal	Ocl	Vless	Frontal	1	1	1	1	1	
183	CA226	QL2	M17	ta	ta	C	1	pe ta ti	pe ta ti	3	t	a	t	a	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
184	CA226	QL2	M17	ti	ti	C	1	pe ta ti	pe ta ti	3	t	i	t	i	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
185	CA226	QL2	M17	la	la	C	1	la do	la do	2	l	a	l	a	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
186	CA226	QL2	M17	do	do	C	1	la do	la do	2	d	o	d	o	Ocl	Voiced	Coronal	Ocl	Voiced	Coronal	1	1	1	1	1	
187	CA226	QL2	M17	mo	mo	C	1	mo no	mo no	2	m	o	m	o	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
188	CA226	QL2	M17	no	no	C	1	mo no	mo no	2	n	o	n	o	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
189	CA226	QL2	M17	fa	za	S	0	fa lu	za lu	2	f	a	z	a	fric	Vless	Frontal	fric	Vless	Coronal	0	1	1	1	0	
190	CA226	QL2	M17	lu	lu	C	1	fa lu	za lu	2	l	u	l	u	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
191	CA226	QL2	M17	ka	ka	C	1	ka rro ma to	ka rro ma to	4	k	a	k	a	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
192	CA226	QL2	M17	rro	rro	C	1	ka rro ma to	ka rro ma to	4	rr	o	rr	o	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
193	CA226	QL2	M17	ma	ma	C	1	ka rro ma to	ka rro ma to	4	m	a	m	a	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
194	CA226	QL2	M17	to	to	C	1	ka rro ma to	ka rro ma to	4	t	o	t	o	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
195	CA226	QL2	M17	rri	rri	C	1	rri bu po	rri bu po	3	rr	i	rr	i	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
196	CA226	QL2	M17	bu	bu	C	1	rri bu po	rri bu po	3	b	u	b	u	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
197	CA226	QL2	M17	po	po	C	1	rri bu po	rri bu po	3	p	o	p	o	Ocl	Vless	Frontal	Ocl	Vless	Frontal	1	1	1	1	1	
198	CA226	QL2	M17	mu	mu	C	1	mu si ma	mu si ma	3	m	u	m	u	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
199	CA226	QL2	M17	si	si	C	1	mu si ma	mu si ma	3	s	i	s	i	fric	Vless	Coronal	fric	Vless	Coronal	1	1	1	1	1	
200	CA226	QL2	M17	ma	ma	C	1	mu si ma	mu si ma	3	m	a	m	a	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
201	CA226	QL2	M17	de	de	C	1	de ba ti	de ba ti	3	d	e	d	e	Ocl	Voiced	Coronal	Ocl	Voiced	Coronal	1	1	1	1	1	
202	CA226	QL2	M17	ba	ba	C	1	de ba ti	de ba ti	3	b	a	b	a	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
203	CA226	QL2	M17	ti	ti	C	1	de ba ti	de ba ti	3	t	i	t	i	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
204	CA226	QL2	M17	di	di	C	1	di ne ro	di ne ro	3	d	i	d	i	Ocl	Voiced	Coronal	Ocl	Voiced	Coronal	1	1	1	1	1	
205	CA226	QL2	M17	ne	ne	C	1	di ne ro	di ne ro	3	n	e	n	e	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
206	CA226	QL2	M17	ro	ro	C	1	di ne ro	di ne ro	3	r	o	r	o	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
207	CA226	QL2	M17	ni	ni	C	1	ni fu ba mi	ni fu ba mi	4	n	i	n	i	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
208	CA226	QL2	M17	fu	fu	C	1	ni fu ba mi	ni fu ba mi	4	f	u	f	u	fric	Vless	Frontal	fric	Vless	Frontal	1	1	1	1	1	
209	CA226	QL2	M17	ba	ba	C	1	ni fu ba mi	ni fu ba mi	4	b	a	b	a	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
210	CA226	QL2	M17	mi	mi	C	1	ni fu ba mi	ni fu ba mi	4	m	i	m	i	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
211	CA226	QL2	M17	mo	mo	C	1	mo te	mo te	2	m	o	m	o	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
212	CA226	QL2	M17	te	te	C	1	mo te	mo te	2	t	e	t	e	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
213	CA226	QL2	M17	ko	ko	C	1	ko da	ko da	2	k	o	k	o	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
214	CA226	QL2	M17	da	da	C	1	ko da	ko da	2	d	a	d	a	Ocl	Voiced	Coronal	Ocl	Voiced	Coronal	1	1	1	1	1	
215	CA226	QL2	M17	ko	ko	C	1	ko zi	ko zi	2	k	o	k	o	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
216	CA226	QL2	M17	zi	zi	C	1	ko zi	ko zi	2	z	i	z	i	fric	Vless	Coronal	fric	Vless	Coronal	1	1	1	1	1	
217	CA226	QL2	M17	di	di	C	1	di ku li te	di ku li te	4	d	i	d	i	Ocl	Voiced	Coronal	Ocl	Voiced	Coronal	1	1	1	1	1	
218	CA226	QL2	M17	ku	ku	C	1	di ku li te	di ku li te	4	k	u	k	u	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
219	CA226	QL2	M17	li	li	C	1	di ku li te	di ku li te	4	l	i	l	i	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
220	CA226	QL2	M17	te	te	C	1	di ku li te	di ku li te	4	t	e	t	e	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
221	CA226	QL2	M17	ko	ko	C	1	ko pa te	ko pa te	3	k	o	k	o	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
222	CA226	QL2	M17	pa	pa	C	1	ko pa te	ko pa te	3	p	a	p	a	Ocl	Vless	Frontal	Ocl	Vless	Frontal	1	1	1	1	1	
223	CA226	QL2	M17	te	te	C	1	ko pa te	ko pa te	3	t	e	t	e	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
224	CA226	QL2	M17	do	do	C	1	do bu	do bu	2	d	o	d	o	Ocl	Voiced	Coronal	Ocl	Voiced	Coronal	1	1	1	1	1	
225	CA226	QL2	M17	bu	bu	C	1	do bu	do bu	2	b	u	b	u	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
226	CA226	QL2	M17	me	ne	S	0	me po	ne po	2	m	e	n	e	nas	Voiced	Frontal	nas	Voiced	Coronal	0	1	1	1	0	
227	CA226	QL2	M17	po	po	C	1	me po	ne po	2	p	o	p	o	Ocl	Vless	Frontal	Ocl	Vless	Frontal	1	1	1	1	1	
228	CA226	QL2	M17	no	no	C	1	no che	no che	2	n	o	n	o	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
229	CA226	QL2	M17	che	che	C	1	no che	no che	2	ch	e	ch	e	Afic	Vless	Coronal	Afic	Vless	Coronal	1	1	1	1	1	
230	CA226	QL2	M17	fi	fi	C	1	fi lo so zo	fi lo so zo	4	f	i	f	i	fric	Vless	Frontal	fric	Vless	Frontal	1	1	1	1	1	
231	CA226	QL2	M17	lo	lo	C	1	fi lo so zo	fi lo so zo	4	l	o	l	o	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
232	CA226	QL2	M17	so	so	C	1	fi lo so zo	fi lo so zo	4	s	o	s	o	fric	Vless	Coronal	fric	Vless	Coronal	1	1	1	1	1	
233	CA226	QL2	M17	zo	zo	C	1	fi lo so zo	fi lo so zo	4	z	o	z	o	fric	Vless	Coronal	fric	Vless	Coronal	1	1	1	1	1	
234	CA226	QL2	M17	pa	pa	C	1	pa do	pa do	2	p	a	p	a	Ocl	Vless	Frontal	Ocl	Vless	Frontal	1	1	1	1	1	
235	CA226	QL2	M17	do	do	C	1	pa do	pa do	2	d	o	d	o	Ocl	Voiced	Coronal	Ocl	Voiced	Coronal	1	1	1	1	1	
236	CA226	QL2	M17	ka	ka	C	1	ka yo	ka yo	2	k	a	k	a	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
237	CA226	QL2	M17	yo	yo	C	1	ka yo	ka yo	2	y	o	y	o	fric	Voiced	Coronal	fric	Voiced	Coronal	1	1	1	1	1	
238	CA226	QL2	M17	ka	ka	C	1	ka pi tu lo	ka pi tu lo	4	k	a	k	a	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
239	CA226	QL2	M17	pi	pi	C	1	ka pi tu lo	ka pi tu lo	4	p	i	p	i	Ocl	Vless	Frontal	Ocl	Vless	Frontal	1	1	1	1	1	
240	CA226	QL2	M17	tu	tu	C	1	ka pi tu lo	ka pi tu lo	4	t	u	t	u	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
241	CA226	QL2	M17	lo	lo	C	1	ka pi tu lo	ka pi tu lo	4	l	o	l	o	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
242	CA226	QL2	M17	lu	lu	C	1	lu xa	lu xa	2	l	u	l	u	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
243	CA226	QL2	M17	xa	xa	C	1	lu xa	lu xa	2	x	a	x	a	fric	Vless	back	fric	Vless	back	1	1	1	1	1	
244	CA226	QL2	M17	ba	da	S	0	ba ye	da ye	2	b	a	d	a	Ocl	Voiced	Frontal	Ocl	Voiced	Coronal	0	1	1	1	0	
245	CA226	QL2	M17	ye	ye	C	1	ba ye	da ye	2	y	e	y	e	fric	Voiced	Coronal	fric	Voiced	Coronal	1	1	1	1	1	
246	CA226	QL2	M17	ka	ta	S	0	ka ba ye mo	ta ba ye mo	4	k	a	t	a	Ocl	Vless	back	Ocl	Vless	Coronal	0	1	1	1	0	
247	CA226	QL2	M17	ba	ba	C	1	ka ba ye mo	ta ba ye mo	4	b	a	b	a	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
248	CA226	QL2	M17	ye	ye	C	1	ka ba ye mo	ta ba ye mo	4	y	e	y	e	fric	Voiced	Coronal	fric	Voiced	Coronal	1	1	1	1	1	
249	CA226	QL2	M17	mo	mo	C	1	ka ba ye mo	ta ba ye mo	4	m	o	m	o	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
250	CA226	QL2	M17	ma	ma	C	1	ma nya na	ma nya na	3	m	a	m	a	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
251	CA226	QL2	M17	nya	nya	C	1	ma nya na	ma nya na	3	ny	a	ny	a	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
252	CA226	QL2	M17	na	na	C	1	ma nya na	ma nya na	3	n	a	n	a	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
253	CA226	QL2	M17	zi	zi	C	1	zi da	zi ra	2	z	i	z	i	fric	Vless	Coronal	fric	Vless	Coronal	1	1	1	1	1	
254	CA226	QL2	M17	da	ra	S	0	zi da	zi ra	2	d	a	r	a	Ocl	Voiced	Coronal	Aprox	Voiced	Coronal	0	1	0	1	1	
255	CA226	QL2	M17	ka	ka	C	1	ka rro nya	ka rro nya	3	k	a	k	a	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
256	CA226	QL2	M17	rro	rro	C	1	ka rro nya	ka rro nya	3	rr	o	rr	o	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
257	CA226	QL2	M17	nya	nya	C	1	ka rro nya	ka rro nya	3	ny	a	ny	a	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
258	CA226	QL2	M17	bi	bi	C	1	bi ga	bi ga	2	b	i	b	i	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
259	CA226	QL2	M17	ga	ga	C	1	bi ga	bi ga	2	g	a	g	a	Ocl	Voiced	back	Ocl	Voiced	back	1	1	1	1	1	
260	CA226	QL2	M17	mo	mo	C	1	mo pe di ta	mo pe di ta	4	m	o	m	o	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
261	CA226	QL2	M17	pe	pe	C	1	mo pe di ta	mo pe di ta	4	p	e	p	e	Ocl	Vless	Frontal	Ocl	Vless	Frontal	1	1	1	1	1	
262	CA226	QL2	M17	di	di	C	1	mo pe di ta	mo pe di ta	4	d	i	d	i	Ocl	Voiced	Coronal	Ocl	Voiced	Coronal	1	1	1	1	1	
263	CA226	QL2	M17	ta	ta	C	1	mo pe di ta	mo pe di ta	4	t	a	t	a	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
264	CA226	QL3	M17	so	so	C	1	so ri	so ri	2	s	o	s	o	fric	Vless	Coronal	fric	Vless	Coronal	1	1	1	1	1	
265	CA226	QL3	M17	ri	ri	C	1	so ri	so ri	2	r	i	r	i	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
266	CA226	QL3	M17	ye	ye	C	1	ye da	ye ra	2	y	e	y	e	fric	Voiced	Coronal	fric	Voiced	Coronal	1	1	1	1	1	
267	CA226	QL3	M17	da	ra	S	0	ye da	ye ra	2	d	a	r	a	Ocl	Voiced	Coronal	Aprox	Voiced	Coronal	0	1	0	1	1	
268	CA226	QL3	M17	ku	ku	C	1	ku fe	ku fe	2	k	u	k	u	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
269	CA226	QL3	M17	fe	fe	C	1	ku fe	ku fe	2	f	e	f	e	fric	Vless	Frontal	fric	Vless	Frontal	1	1	1	1	1	
270	CA226	QL3	M17	so	so	C	1	so ma	so ma	2	s	o	s	o	fric	Vless	Coronal	fric	Vless	Coronal	1	1	1	1	1	
271	CA226	QL3	M17	ma	ma	C	1	so ma	so ma	2	m	a	m	a	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
272	CA226	QL3	M17	ka	ka	C	1	ka ba ye ro	ka ba ye ro	4	k	a	k	a	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
273	CA226	QL3	M17	ba	ba	C	1	ka ba ye ro	ka ba ye ro	4	b	a	b	a	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
274	CA226	QL3	M17	ye	ye	C	1	ka ba ye ro	ka ba ye ro	4	y	e	y	e	fric	Voiced	Coronal	fric	Voiced	Coronal	1	1	1	1	1	
275	CA226	QL3	M17	ro	ro	C	1	ka ba ye ro	ka ba ye ro	4	r	o	r	o	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
276	CA226	QL3	M17	be	be	C	1	be na	be na	2	b	e	b	e	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
277	CA226	QL3	M17	na	na	C	1	be na	be na	2	n	a	n	a	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
278	CA226	QL3	M17	mu	mu	C	1	mu si ka	mu si ka	3	m	u	m	u	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
279	CA226	QL3	M17	si	si	C	1	mu si ka	mu si ka	3	s	i	s	i	fric	Vless	Coronal	fric	Vless	Coronal	1	1	1	1	1	
280	CA226	QL3	M17	ka	ka	C	1	mu si ka	mu si ka	3	k	a	k	a	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
281	CA226	QL3	M17	bi	bi	C	1	bi ku	bi ku	2	b	i	b	i	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
282	CA226	QL3	M17	ku	ku	C	1	bi ku	bi ku	2	k	u	k	u	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
283	CA226	QL3	M17	ka	ka	C	1	ka mi ro	ka mi ro	3	k	a	k	a	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
284	CA226	QL3	M17	mi	mi	C	1	ka mi ro	ka mi ro	3	m	i	m	i	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
285	CA226	QL3	M17	ro	ro	C	1	ka mi ro	ka mi ro	3	r	o	r	o	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
286	CA226	QL3	M17	me	me	C	1	me ze do ra	me ze do ra	4	m	e	m	e	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
287	CA226	QL3	M17	ze	ze	C	1	me ze do ra	me ze do ra	4	z	e	z	e	fric	Vless	Coronal	fric	Vless	Coronal	1	1	1	1	1	
288	CA226	QL3	M17	do	do	C	1	me ze do ra	me ze do ra	4	d	o	d	o	Ocl	Voiced	Coronal	Ocl	Voiced	Coronal	1	1	1	1	1	
289	CA226	QL3	M17	ra	ra	C	1	me ze do ra	me ze do ra	4	r	a	r	a	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
290	CA226	QL3	M17	ze	ze	C	1	ze bi	ze ri	2	z	e	z	e	fric	Vless	Coronal	fric	Vless	Coronal	1	1	1	1	1	
291	CA226	QL3	M17	bi	ri	S	0	ze bi	ze ri	2	b	i	r	i	Ocl	Voiced	Frontal	Aprox	Voiced	Coronal	0	1	0	1	0	
292	CA226	QL3	M17	ka	ka	C	1	ka xo	ka xo	2	k	a	k	a	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
293	CA226	QL3	M17	xo	xo	C	1	ka xo	ka xo	2	x	o	x	o	fric	Vless	back	fric	Vless	back	1	1	1	1	1	
294	CA226	QL3	M17	pa	pa	C	1	pa li xo	pa li xo	3	p	a	p	a	Ocl	Vless	Frontal	Ocl	Vless	Frontal	1	1	1	1	1	
295	CA226	QL3	M17	li	li	C	1	pa li xo	pa li xo	3	l	i	l	i	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
296	CA226	QL3	M17	xo	xo	C	1	pa li xo	pa li xo	3	x	o	x	o	fric	Vless	back	fric	Vless	back	1	1	1	1	1	
297	CA226	QL3	M17	bi	bi	C	1	bi la	bi la	2	b	i	b	i	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
298	CA226	QL3	M17	la	la	C	1	bi la	bi la	2	l	a	l	a	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
299	CA226	QL3	M17	me	mi	S	0	me di zi ra	mi di zi ra	4	m	e	m	i	nas	Voiced	Frontal	nas	Voiced	Frontal	1	0	1	1	1	
300	CA226	QL3	M17	di	di	C	1	me di zi ra	mi di zi ra	4	d	i	d	i	Ocl	Voiced	Coronal	Ocl	Voiced	Coronal	1	1	1	1	1	
301	CA226	QL3	M17	zi	zi	C	1	me di zi ra	mi di zi ra	4	z	i	z	i	fric	Vless	Coronal	fric	Vless	Coronal	1	1	1	1	1	
302	CA226	QL3	M17	ra	ra	C	1	me di zi ra	mi di zi ra	4	r	a	r	a	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
303	CA226	QL3	M17	la	la	C	1	la ti ga fo	la ti ga fo	4	l	a	l	a	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
304	CA226	QL3	M17	ti	ti	C	1	la ti ga fo	la ti ga fo	4	t	i	t	i	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
305	CA226	QL3	M17	ga	ga	C	1	la ti ga fo	la ti ga fo	4	g	a	g	a	Ocl	Voiced	back	Ocl	Voiced	back	1	1	1	1	1	
306	CA226	QL3	M17	fo	fo	C	1	la ti ga fo	la ti ga fo	4	f	o	f	o	fric	Vless	Frontal	fric	Vless	Frontal	1	1	1	1	1	
307	CA226	QL3	M17	no	no	C	1	no fe ba	no fe ba	3	n	o	n	o	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
308	CA226	QL3	M17	fe	fe	C	1	no fe ba	no fe ba	3	f	e	f	e	fric	Vless	Frontal	fric	Vless	Frontal	1	1	1	1	1	
309	CA226	QL3	M17	ba	ba	C	1	no fe ba	no fe ba	3	b	a	b	a	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
310	CA226	QL3	M17	lu	lu	C	1	lu fo	lu fo	2	l	u	l	u	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
311	CA226	QL3	M17	fo	fo	C	1	lu fo	lu fo	2	f	o	f	o	fric	Vless	Frontal	fric	Vless	Frontal	1	1	1	1	1	
312	CA226	QL3	M17	ta	ta	C	1	ta po di no	ta po di no	4	t	a	t	a	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
313	CA226	QL3	M17	po	po	C	1	ta po di no	ta po di no	4	p	o	p	o	Ocl	Vless	Frontal	Ocl	Vless	Frontal	1	1	1	1	1	
314	CA226	QL3	M17	di	di	C	1	ta po di no	ta po di no	4	d	i	d	i	Ocl	Voiced	Coronal	Ocl	Voiced	Coronal	1	1	1	1	1	
315	CA226	QL3	M17	no	no	C	1	ta po di no	ta po di no	4	n	o	n	o	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
316	CA226	QL3	M17	fi	fi	C	1	fi lo so fo	fi lo so fo	4	f	i	f	i	fric	Vless	Frontal	fric	Vless	Frontal	1	1	1	1	1	
317	CA226	QL3	M17	lo	lo	C	1	fi lo so fo	fi lo so fo	4	l	o	l	o	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
318	CA226	QL3	M17	so	so	C	1	fi lo so fo	fi lo so fo	4	s	o	s	o	fric	Vless	Coronal	fric	Vless	Coronal	1	1	1	1	1	
319	CA226	QL3	M17	fo	fo	C	1	fi lo so fo	fi lo so fo	4	f	o	f	o	fric	Vless	Frontal	fric	Vless	Frontal	1	1	1	1	1	
320	CA226	QL3	M17	ni	ni	C	1	ni bo fe ma	ni bo fe ma	4	n	i	n	i	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
321	CA226	QL3	M17	bo	bo	C	1	ni bo fe ma	ni bo fe ma	4	b	o	b	o	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
322	CA226	QL3	M17	fe	fe	C	1	ni bo fe ma	ni bo fe ma	4	f	e	f	e	fric	Vless	Frontal	fric	Vless	Frontal	1	1	1	1	1	
323	CA226	QL3	M17	ma	ma	C	1	ni bo fe ma	ni bo fe ma	4	m	a	m	a	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
